,scientific_name,park_name,observations,category,conservation_status
10826,Ceanothus fresnensis,Bryce National Park,97,Vascular Plant,
10827,Campostoma oligolepis,Bryce National Park,91,Fish,
10828,Rubus frondosus,Bryce National Park,88,Vascular Plant,
10829,Clarkia gracilis ssp. albicaulis,Yellowstone National Park,242,Vascular Plant,
10830,Veronica serpyllifolia ssp. humifusa,Bryce National Park,103,Vascular Plant,
10831,Andropogon gerardii,Yosemite National Park,145,Vascular Plant,
10832,Tamias umbrinus,Yosemite National Park,340,Mammal,
10833,Aplectrum hyemale,Bryce National Park,109,Vascular Plant,
10834,Antennaria parvifolia,Bryce National Park,98,Vascular Plant,
10835,Androsace septentrionalis ssp. subumbellata,Yellowstone National Park,266,Vascular Plant,
10836,Cryptantha glomeriflora,Great Smoky Mountains National Park,62,Vascular Plant,
10837,Machaeranthera canescens var. canescens,Great Smoky Mountains National Park,97,Vascular Plant,
10838,Stellaria media,Great Smoky Mountains National Park,120,Vascular Plant,
10839,Schlotheimia rugifolia,Yosemite National Park,133,Nonvascular Plant,
10840,Erigeron speciosus,Yellowstone National Park,243,Vascular Plant,
10841,Polygonatum biflorum var. commutatum,Yellowstone National Park,246,Vascular Plant,
10842,Stuckenia filiformis ssp. occidentalis,Yellowstone National Park,254,Vascular Plant,
10843,Penstemon rostriflorus,Great Smoky Mountains National Park,72,Vascular Plant,
10844,Mertensia oblongifolia,Yellowstone National Park,265,Vascular Plant,
10845,Acer rubrum var. trilobum,Yellowstone National Park,251,Vascular Plant,
10846,Sassafras albidum,Great Smoky Mountains National Park,50,Vascular Plant,
10847,Populus grandidentata,Great Smoky Mountains National Park,67,Vascular Plant,
10848,Rosa micrantha,Yellowstone National Park,252,Vascular Plant,
10849,Hylotelephium spectabile,Yellowstone National Park,246,Vascular Plant,
10850,Peltandra virginica,Great Smoky Mountains National Park,51,Vascular Plant,
10851,Poa reflexa,Yellowstone National Park,249,Vascular Plant,
10852,Allium obtusum var. obtusum,Great Smoky Mountains National Park,97,Vascular Plant,
10853,Orthotrichum exiguum,Great Smoky Mountains National Park,67,Nonvascular Plant,
10854,Chorizanthe membranacea,Yellowstone National Park,258,Vascular Plant,
10855,Glaux maritima,Yosemite National Park,116,Vascular Plant,
10856,Desmodium glutinosum,Yosemite National Park,124,Vascular Plant,
10857,Amaranthus albus,Yosemite National Park,270,Vascular Plant,
10858,Callicarpa americana,Yosemite National Park,155,Vascular Plant,
10859,Aristida divaricata,Great Smoky Mountains National Park,65,Vascular Plant,
10860,Houstonia caerulea,Bryce National Park,66,Vascular Plant,
10861,Strix varia,Bryce National Park,102,Bird,
10862,Salix brachycarpa ssp. brachycarpa,Yellowstone National Park,283,Vascular Plant,
10863,Amsonia tabernaemontana var. tabernaemontana,Yosemite National Park,181,Vascular Plant,
10864,Setophaga petechia,Great Smoky Mountains National Park,82,Bird,
10865,Valeriana dioica var. sylvatica,Yosemite National Park,160,Vascular Plant,
10866,Galium pilosum,Great Smoky Mountains National Park,83,Vascular Plant,
10867,Carex microglochin,Great Smoky Mountains National Park,92,Vascular Plant,
10868,Osmunda cinnamomea,Yosemite National Park,162,Vascular Plant,
10869,Athene cunicularia,Yosemite National Park,131,Bird,
10870,Allium vineale,Yellowstone National Park,258,Vascular Plant,
10871,Morus alba,Bryce National Park,106,Vascular Plant,
10872,Aquilegia pubescens,Yellowstone National Park,261,Vascular Plant,
10873,Potentilla simplex,Bryce National Park,98,Vascular Plant,
10874,Juncus bufonius,Bryce National Park,107,Vascular Plant,
10875,Pseudognaphalium stramineum,Great Smoky Mountains National Park,32,Vascular Plant,
10876,Potentilla drummondii ssp. breweri,Yosemite National Park,156,Vascular Plant,
10877,Hieracium X marianum,Yosemite National Park,143,Vascular Plant,
10878,Clinostomus funduloides,Bryce National Park,103,Fish,
10879,Corydalis aurea,Yellowstone National Park,253,Vascular Plant,
10880,Desmognathus santeetlah,Great Smoky Mountains National Park,92,Amphibian,
10881,Cryptantha nubigena,Bryce National Park,91,Vascular Plant,
10882,Populus X canescens,Yellowstone National Park,268,Vascular Plant,
10883,Eriogonum spergulinum var. spergulinum,Great Smoky Mountains National Park,70,Vascular Plant,
10884,Oligoneuron rigidum var. rigidum,Bryce National Park,144,Vascular Plant,
10885,Cryptantha simulans,Yellowstone National Park,291,Vascular Plant,
10886,Scalopus aquaticus,Yosemite National Park,179,Mammal,
10887,Quercus wislizeni var. wislizeni,Bryce National Park,114,Vascular Plant,
10888,Agrostis idahoensis,Great Smoky Mountains National Park,42,Vascular Plant,
10889,Juncus marginatus,Bryce National Park,106,Vascular Plant,
10890,Erigeron vagus,Great Smoky Mountains National Park,38,Vascular Plant,
10891,Rana sphenocephala,Great Smoky Mountains National Park,39,Amphibian,
10892,Onopordum acanthium,Bryce National Park,99,Vascular Plant,
10893,Viola striata,Great Smoky Mountains National Park,124,Vascular Plant,
10894,Alopecurus borealis,Yellowstone National Park,230,Vascular Plant,
10895,Anagallis minima,Yellowstone National Park,253,Vascular Plant,
10896,Cryptantha affinis,Great Smoky Mountains National Park,41,Vascular Plant,
10897,Arceuthobium cyanocarpum,Great Smoky Mountains National Park,40,Vascular Plant,
10898,Avena sativa,Yellowstone National Park,453,Vascular Plant,
10899,Cicuta douglasii,Great Smoky Mountains National Park,91,Vascular Plant,
10900,Utricularia ochroleuca,Yellowstone National Park,259,Vascular Plant,
10901,Chasmanthium laxum var. laxum,Yosemite National Park,140,Vascular Plant,
10902,Sorex fumeus,Great Smoky Mountains National Park,101,Mammal,
10903,Sagittaria cuneata,Yosemite National Park,166,Vascular Plant,
10904,Thamnophis sirtalis fitchi,Great Smoky Mountains National Park,57,Reptile,
10905,Phlox maculata ssp. pyramidalis,Yellowstone National Park,241,Vascular Plant,
10906,Pipistrellus subflavus,Bryce National Park,106,Mammal,
10907,Madia gracilis,Bryce National Park,109,Vascular Plant,
10908,Sporobolus vaginiflorus var. ozarkanus,Great Smoky Mountains National Park,55,Vascular Plant,
10909,Taxidea taxus,Bryce National Park,159,Mammal,Species of Concern
10910,Eleocharis flavescens var. thermalis,Yosemite National Park,156,Vascular Plant,
10911,Lanius excubitor,Yellowstone National Park,448,Bird,
10912,Luzula subcongesta,Bryce National Park,93,Vascular Plant,
10913,Panicum rigidulum var. elongatum,Yellowstone National Park,253,Vascular Plant,
10914,Polymnia laevigata,Yosemite National Park,183,Vascular Plant,
10915,Desmognathus monticola,Bryce National Park,76,Amphibian,
10916,Monarda clinopodia,Yellowstone National Park,253,Vascular Plant,
10917,Cystopteris bulbifera,Yellowstone National Park,245,Vascular Plant,
10918,Carduus acanthoides,Yosemite National Park,312,Vascular Plant,
10919,Lespedeza capitata,Yellowstone National Park,226,Vascular Plant,
10920,Ambrosia artemisiifolia,Yosemite National Park,281,Vascular Plant,
10921,Balsamorhiza sagittata,Bryce National Park,76,Vascular Plant,
10922,Alopecurus pratensis,Bryce National Park,130,Vascular Plant,
10923,Anthus rubescens,Great Smoky Mountains National Park,201,Bird,
10924,Vinca major,Bryce National Park,206,Vascular Plant,
10925,Vicia cracca,Great Smoky Mountains National Park,65,Vascular Plant,
10926,Leskeella nervosa,Yosemite National Park,126,Nonvascular Plant,
10927,Cyperus squarrosus,Bryce National Park,112,Vascular Plant,
10928,Helmitheros vermivorus,Yosemite National Park,138,Bird,
10929,Clinopodium vulgare,Yosemite National Park,127,Vascular Plant,
10930,Ribes oxyacanthoides var. setosum,Yellowstone National Park,227,Vascular Plant,
10931,Dicranum polysetum,Bryce National Park,111,Nonvascular Plant,
10932,Hordeum brachyantherum,Yosemite National Park,158,Vascular Plant,
10933,Sibbaldia procumbens,Yellowstone National Park,231,Vascular Plant,
10934,Hylotelephium telephium,Yosemite National Park,125,Vascular Plant,
10935,Astragalus missouriensis,Yosemite National Park,130,Vascular Plant,
10936,Eurybia chlorolepis,Great Smoky Mountains National Park,91,Vascular Plant,
10937,Solidago missouriensis var. missouriensis,Great Smoky Mountains National Park,101,Vascular Plant,
10938,Carex fracta,Yellowstone National Park,261,Vascular Plant,
10939,Mnium marginatum,Bryce National Park,93,Nonvascular Plant,
10940,Myriophyllum verticillatum,Yosemite National Park,151,Vascular Plant,
10941,Epilobium halleanum,Great Smoky Mountains National Park,92,Vascular Plant,
10942,Dicranum flagellare,Great Smoky Mountains National Park,96,Nonvascular Plant,
10943,Cirsium scariosum,Great Smoky Mountains National Park,184,Vascular Plant,
10944,Elymus multisetus,Yosemite National Park,137,Vascular Plant,
10945,Melilotus alba,Yellowstone National Park,250,Vascular Plant,
10946,Dendroica palmarum,Great Smoky Mountains National Park,121,Bird,
10947,Cryptantha simulans,Yosemite National Park,124,Vascular Plant,
10948,Myriophyllum quitense,Great Smoky Mountains National Park,98,Vascular Plant,
10949,Silphium asteriscus,Yellowstone National Park,243,Vascular Plant,
10950,Polemonium micranthum,Yosemite National Park,148,Vascular Plant,
10951,Utricularia macrorhiza,Yosemite National Park,137,Vascular Plant,
10952,Vireo griseus,Bryce National Park,107,Bird,
10953,Leptohymenium sharpii,Bryce National Park,123,Nonvascular Plant,Species of Concern
10954,Dodecatheon jeffreyi,Yosemite National Park,128,Vascular Plant,
10955,Ichthyomyzon greeleyi,Yellowstone National Park,286,Fish,
10956,Erigeron divergens,Yellowstone National Park,260,Vascular Plant,
10957,Chaenomeles speciosa,Yellowstone National Park,248,Vascular Plant,
10958,Phacelia ramosissima,Great Smoky Mountains National Park,79,Vascular Plant,
10959,Fissidens exilis,Yellowstone National Park,243,Nonvascular Plant,
10960,Sambucus racemosa var. melanocarpa,Bryce National Park,62,Vascular Plant,
10961,Lupinus stiversii,Yosemite National Park,173,Vascular Plant,
10962,Carex pellita,Yellowstone National Park,260,Vascular Plant,
10963,Nuphar lutea ssp. advena,Great Smoky Mountains National Park,55,Vascular Plant,
10964,Centaurea cyanus,Bryce National Park,192,Vascular Plant,
10965,Phleum pratense,Great Smoky Mountains National Park,171,Vascular Plant,
10966,Carex aquatilis,Yosemite National Park,135,Vascular Plant,
10967,Draba reptans,Great Smoky Mountains National Park,100,Vascular Plant,
10968,Populus grandidentata,Yellowstone National Park,272,Vascular Plant,
10969,Scutellaria bolanderi ssp. bolanderi,Yellowstone National Park,240,Vascular Plant,
10970,Juglans mandshurica,Yosemite National Park,145,Vascular Plant,
10971,Corallorhiza wisteriana,Bryce National Park,94,Vascular Plant,
10972,Amelanchier utahensis,Bryce National Park,111,Vascular Plant,
10973,Setophaga citrina,Yosemite National Park,149,Bird,
10974,Dichanthelium sphaerocarpon,Great Smoky Mountains National Park,71,Vascular Plant,
10975,Hieracium horridum,Yosemite National Park,145,Vascular Plant,
10976,Circaea lutetiana ssp. canadensis,Bryce National Park,81,Vascular Plant,
10977,Erigeron barbellulatus,Yosemite National Park,148,Vascular Plant,
10978,Antennaria umbrinella,Yellowstone National Park,280,Vascular Plant,
10979,Festuca subulata,Great Smoky Mountains National Park,141,Vascular Plant,
10980,Aster patens var. patens,Bryce National Park,104,Vascular Plant,
10981,Cheilanthes lanosa,Bryce National Park,135,Vascular Plant,
10982,Rudbeckia fulgida var. umbrosa,Bryce National Park,97,Vascular Plant,
10983,Vermivora celata,Bryce National Park,121,Bird,
10984,Epilobium densiflorum,Yosemite National Park,177,Vascular Plant,
10985,Taraxacum laevigatum,Yellowstone National Park,457,Vascular Plant,
10986,Fagopyrum esculentum,Yosemite National Park,153,Vascular Plant,
10987,Galium pedemontana,Yellowstone National Park,271,Vascular Plant,
10988,Castilleja foliolosa,Yosemite National Park,132,Vascular Plant,
10989,Fontinalis flaccida,Great Smoky Mountains National Park,68,Nonvascular Plant,
10990,Solidago californica,Yosemite National Park,139,Vascular Plant,
10991,Phlox stolonifera,Yosemite National Park,159,Vascular Plant,
10992,Rubus frondosus,Yosemite National Park,134,Vascular Plant,
10993,Reithrodontomys humulis,Bryce National Park,106,Mammal,
10994,Dianthus armeria,Yosemite National Park,264,Vascular Plant,
10995,Duchesnea indica,Yosemite National Park,168,Vascular Plant,
10996,Forsythia viridissima,Yellowstone National Park,243,Vascular Plant,
10997,Chordeiles minor,Bryce National Park,83,Bird,
10998,Plectrophenax nivalis,Bryce National Park,117,Bird,
10999,Helenium amarum,Yellowstone National Park,250,Vascular Plant,
11000,Sisyrinchium mucronatum,Great Smoky Mountains National Park,52,Vascular Plant,
11001,Rumex acetosella,Yosemite National Park,323,Vascular Plant,
11002,Chamaecrista fasciculata,Bryce National Park,85,Vascular Plant,
11003,Megascops asio,Yellowstone National Park,516,Bird,
11004,Sphyrapicus varius,Yosemite National Park,159,Bird,Species of Concern
11005,Hordeum brachyantherum,Great Smoky Mountains National Park,63,Vascular Plant,
11006,Smilax tamnoides,Great Smoky Mountains National Park,78,Vascular Plant,
11007,Holocarpha virgata ssp. virgata,Great Smoky Mountains National Park,76,Vascular Plant,
11008,Lysimachia ciliata,Great Smoky Mountains National Park,66,Vascular Plant,
11009,Lotus humistratus,Yosemite National Park,180,Vascular Plant,
11010,Rhus aromatica,Yellowstone National Park,272,Vascular Plant,
11011,Athysanus pusillus,Yosemite National Park,151,Vascular Plant,
11012,Wyethia mollis,Great Smoky Mountains National Park,85,Vascular Plant,
11013,Sorbus americana,Yellowstone National Park,264,Vascular Plant,
11014,Vitis aestivalis var. bicolor,Bryce National Park,136,Vascular Plant,
11015,Antennaria pulcherrima,Yosemite National Park,161,Vascular Plant,
11016,Plagiobothrys myosotoides,Great Smoky Mountains National Park,116,Vascular Plant,
11017,Conyza canadensis,Great Smoky Mountains National Park,135,Vascular Plant,
11018,Sorex monticolus,Yosemite National Park,302,Mammal,
11019,Carex nigricans,Yosemite National Park,165,Vascular Plant,
11020,Carex amplectens,Yosemite National Park,147,Vascular Plant,
11021,Oncorhynchus mykiss,Bryce National Park,164,Fish,Threatened
11022,Matelea obliqua,Great Smoky Mountains National Park,91,Vascular Plant,
11023,Mus musculus,Yellowstone National Park,262,Mammal,
11024,Iris verna var. smalliana,Bryce National Park,114,Vascular Plant,
11025,Phenacomys intermedius,Yosemite National Park,167,Mammal,
11026,Eriogonum hirtiflorum,Yellowstone National Park,239,Vascular Plant,
11027,Astragalus purshii var. lectulus,Yellowstone National Park,238,Vascular Plant,
11028,Aralia nudicaulis,Yellowstone National Park,286,Vascular Plant,
11029,Coreopsis pubescens,Yellowstone National Park,272,Vascular Plant,
11030,Astragalus inflexus,Bryce National Park,116,Vascular Plant,
11031,Osmorhiza occidentalis,Bryce National Park,117,Vascular Plant,
11032,Rana sierrae,Yellowstone National Park,60,Amphibian,Endangered
11033,Etheostoma chlorobranchium,Yosemite National Park,162,Fish,
11034,Sagittaria cuneata,Bryce National Park,113,Vascular Plant,
11035,Panax trifolius,Bryce National Park,50,Vascular Plant,
11036,Lithospermum incisum,Yellowstone National Park,260,Vascular Plant,
11037,Clinostomus sp. 1,Yellowstone National Park,280,Fish,
11038,Arabis lemmonii var. lemmonii,Yosemite National Park,141,Vascular Plant,
11039,Rudbeckia fulgida,Bryce National Park,89,Vascular Plant,
11040,Myriophyllum verticillatum,Yellowstone National Park,222,Vascular Plant,
11041,Castilleja crista-galli,Yosemite National Park,169,Vascular Plant,
11042,Hypoxis hirsuta,Yosemite National Park,137,Vascular Plant,
11043,Cryptantha echinella,Bryce National Park,89,Vascular Plant,
11044,Rhytidiadelphus triquetrus,Great Smoky Mountains National Park,70,Nonvascular Plant,
11045,Eriogonum ovalifolium var. purpureum,Great Smoky Mountains National Park,82,Vascular Plant,
11046,Potentilla grayi,Yosemite National Park,173,Vascular Plant,
11047,Ceanothus velutinus var. velutinus,Great Smoky Mountains National Park,67,Vascular Plant,
