,category,scientific_name,common_names,conservation_status
3323,Vascular Plant,Scheuchzeria palustris,Rannoch-Rush,
3324,Vascular Plant,Angelica arguta,"Angelica, Lyall's Angelica, Sharptooth Angelica",
3325,Vascular Plant,Angelica pinnata,"Smallleaf Angelica, Small-Leaf Angelica",
3326,Vascular Plant,Angelica roseana,Rose Angelica,
3327,Vascular Plant,Bupleurum americanum,American Thorow Wax,
3328,Vascular Plant,Carum carvi,"Caraway, Wild Caraway",
3329,Vascular Plant,Cicuta maculata var. angustifolia,"Common Water Hemlock, Poison Parsnip, Spotted Cowbane, Spotted Parsley, Spotted Water Hemlock, Spotted Water-Hemlock, Water Hemlock",
3330,Vascular Plant,Conium maculatum,"Cigue Maculee, Cigue Tachetee, Deadly Hemlock, Poison Hemlock, Poison Parsley, Poison-Hemlock",
3331,Vascular Plant,Cymopterus nivalis,Snowline Springparsley,
3332,Vascular Plant,Daucus carota,"Bird's Nest, Queen Anne's Lace, Wild Carrot",
3333,Vascular Plant,Ligusticum canbyi,"Canby's Licorice-Root, Canby's Lovage",
3334,Vascular Plant,Ligusticum filicinum,"Fernleaf Licoriceroot, Fernleaf Licorice-Root",
3335,Vascular Plant,Lomatium ambiguum,Wyeth Biscuitroot,
3336,Vascular Plant,Lomatium cous,"Cous Biscuitroot, Cous' Biscuitroot, Cous-Root Desert-Parsley",
3337,Vascular Plant,Lomatium dissectum var. multifidum,Carrotleaf Biscuitroot,
3338,Vascular Plant,Lomatium macrocarpum,"Bigseed Biscuitroot, Bigseed Lomatium, Largefruit Biscuitroot, Large-Fruit Desert-Parsley, Long Mamma",
3339,Vascular Plant,Musineon divaricatum,"Leafy Musineon, Leafy Wild Parsley, Leafy Wildparsley, Wildparsley",
3340,Vascular Plant,Orogenia linearifolia,"Great Basin Indian Potato, Indianpotato",
3341,Vascular Plant,Osmorhiza berteroi,"Mountain Sweetroot, Sweet Cicely, Sweetcicely",
3342,Vascular Plant,Osmorhiza depauperata,"Blunt-Fruit Sweet-Cicely, Bluntseed Sweetroot",
3343,Vascular Plant,Pastinaca sativa,Wild Parsnip,
3344,Vascular Plant,Sanicula graveolens,"Northern Sanicle, Sierra Sanicle",
3345,Vascular Plant,Sanicula marilandica,"Black Sanicle, Maryland Black-Snakeroot, Maryland Sanicle",
3346,Vascular Plant,Sium suave,"Common Waterparsnip, Hemlock Waterparsnip, Hemlock Water-Parsnip",Species of Concern
3347,Vascular Plant,Zizia aptera,"Heartleaf Alexanders, Heart-Leaf Alexanders, Meadow Zizia, Meadowparsnip",
3348,Vascular Plant,Allium brandegeei,Brandegee's Onion,
3349,Vascular Plant,Allium brevistylum,Shortstyle Onion,
3350,Vascular Plant,Allium cernuum,Nodding Onion,
3351,Vascular Plant,Allium geyeri var. tenerum,Bulbil Onion,
3352,Vascular Plant,Allium schoenoprasum,"Wild Chive, Wild Chives",
3353,Vascular Plant,Allium textile,"Prairie Onion, Textile Onion, Wild Onion",
3354,Vascular Plant,Asparagus officinalis,"Asparagus, Garden Asparagus, Garden-Asparagus",
3355,Vascular Plant,Camassia quamash,"Common Camas, Small Camas",
3356,Vascular Plant,Maianthemum stellatum,"False Solomon's Seal, Little False Solomon's-Seal, Star False Solomon's-Seal, Star-Flower Solomon's-Seal, Starry False Lily Of The Valley, Starry False Solomon's Seal, Starry False Solomon's-Seal, Starry Solomon's-Seal",
3357,Vascular Plant,Triteleia grandiflora var. grandiflora,Largeflower Triteleia,
3358,Vascular Plant,Yucca glauca,"Beargrass, Great Plains Yucca, Small Soapweed, Soapweed Yucca, Spanish Bayonet, Yucca",
3359,Vascular Plant,Iris missouriensis,"Rocky Mountain Iris, Western Blue Flag, Wild Iris, Wildiris",Species of Concern
3360,Vascular Plant,Sisyrinchium idahoense var. idahoense,Idaho Blue-Eyed Grass,
3361,Vascular Plant,Sisyrinchium idahoense var. occidentale,Idaho Blue-Eyed Grass,
3362,Vascular Plant,Sisyrinchium montanum,"Mountain Blueeyed Grass, Mountain Blue-Eyed Grass, Strict Blue-Eyed Grass, Strict Blue-Eyed-Grass",
3363,Vascular Plant,Calypso bulbosa,"Fairy Slipper, Fairyslipper, Fairyslipper Orchid, Fairy-Slipper Orchid",
3364,Vascular Plant,Corallorrhiza mertensiana,Pacific Coralroot,
3365,Vascular Plant,Corallorrhiza striata,"Hooded Coralroot, Striped Coralroot",
3366,Vascular Plant,Corallorrhiza trifida,"Early Coralroot, Yellow Coralroot",
3367,Vascular Plant,Corallorrhiza wisteriana,"Coralroot, Spring Coralroot",
3368,Vascular Plant,Epipactis gigantea,"Giant Helleborine, Stream Orchid",
3369,Vascular Plant,Goodyera oblongifolia,"Rattlesnake Plantain, Western Rattlesnake Plantain",
3370,Vascular Plant,Listera borealis,"Northern Listera, Northern Twayblade",
3371,Vascular Plant,Listera caurina,Northwestern Twayblade,
3372,Vascular Plant,Listera convallarioides,"Broadleaf Twayblade, Broad-Lip Twayblade, Broadlipped Listera, Broadlipped Twayblade",
3373,Vascular Plant,Listera cordata,Heartleaf Twayblade,
3374,Vascular Plant,Piperia unalascensis,"Alaska Bog Orchid, Alaska Rein Orchid, Alaskan Rein-Orchid, Slender-Spire Orchid",
3375,Vascular Plant,Platanthera dilatata var. albiflora,Scentbottle,
3376,Vascular Plant,Platanthera dilatata var. dilatata,Scentbottle,
3377,Vascular Plant,Platanthera hyperborea,"Northern Bog Orchid, Northern Green Orchid",
3378,Vascular Plant,Platanthera obtusata,"Bluntleaved Orchid, Northern Small Bog Orchid",
3379,Vascular Plant,Platanthera stricta,"Modoc Bog Orchid, Slender Bog Orchid",
3380,Vascular Plant,Spiranthes romanzoffiana,"Hooded Ladiestresses, Hooded Ladies'-Tresses, Hooded Lady's Tresses",
3381,Vascular Plant,Agoseris aurantiaca,"Orange Agoseris, Orange-Flowered False-Dandelion",
3382,Vascular Plant,Agoseris glauca var. dasycephala,"Pale Agoseris, Pale Goat-Chicory",
3383,Vascular Plant,Agoseris glauca var. glauca,Pale Agoseris,
3384,Vascular Plant,Agoseris glauca var. laciniata,"Arizona Mountain Dandelion, False Agoseris",
3385,Vascular Plant,Agoseris lackschewitzii,Mill Creek Agoseris,
3386,Vascular Plant,Ambrosia artemisiifolia,"Annual Ragweed, Common Ragweed, Low Ragweed, Ragweed, Roman Wormwood, Short Ragweed, Small Ragweed",
3387,Vascular Plant,Ambrosia psilostachya,"Cuman Ragweed, Perennial Ragweed, Western Ragweed",
3388,Vascular Plant,Anaphalis margaritacea,"Common Pearlyeverlasting, Pearly Everlasting, Pearly-Everlasting, Western Pearly Everlasting, Western Pearlyeverlasting",
3389,Vascular Plant,Antennaria anaphaloides,"Pearly Pussytoes, Pussytoes, Tall Everlasting",
3390,Vascular Plant,Antennaria aromatica,Scented Pussytoes,
3391,Vascular Plant,Antennaria corymbosa,"Flattop Pussytoes, Flat-Top Pussytoes, Meadow Everlasting",
3392,Vascular Plant,Antennaria dimorpha,"Low Everlasting, Low Pussytoes",
3393,Vascular Plant,Antennaria flagellaris,"Stoloniferous Pussy-Toes, Whip Pussytoes",
3394,Vascular Plant,Antennaria lanata,Woolly Pussytoes,
3395,Vascular Plant,Antennaria luzuloides,Rush Pussytoes,
3396,Vascular Plant,Antennaria media,Rocky Mountain Pussytoes,
3397,Vascular Plant,Antennaria microphylla,"Littleleaf Pussytoes, Rocky Mountain Pussytoes, Small Leaf Everlasting, Smallleaf Pussytoes",
3398,Vascular Plant,Antennaria parvifolia,Smallleaf Pussytoes,
3399,Vascular Plant,Antennaria pulcherrima,Showy Pussytoes,
3400,Vascular Plant,Antennaria racemosa,Raceme Pussytoes,
3401,Vascular Plant,Antennaria rosea,"Rosy Pussytoes, Rosy Pussy-Toes",
3402,Vascular Plant,Antennaria umbrinella,"Brown Everlasting, Umber Pussytoes",
3403,Vascular Plant,Anthemis tinctoria,Golden Chamomile,
3404,Vascular Plant,Arctium lappa,"Great Burdock, Greater Burdock, Greater Burrdock, Woodland Burdock",
3405,Vascular Plant,Arctium minus,"Beggar's Button, Burdock, Common Burdock, Lesser Burdock, Lesser Burrdock, Small Burdock, Smaller Burdock, Wild Burdock, Wild Rhubarb",
3406,Vascular Plant,Arnica cordifolia,"Heartleaf Arnica, Heart-Leaf Leopardbane",
3407,Vascular Plant,Arnica fulgens,"Foothill Arnica, Orange Arnica, Shining Leopardbane",
3408,Vascular Plant,Arnica latifolia,Broadleaf Arnica,
3409,Vascular Plant,Arnica longifolia,"Longleaf Arnica, Spearleaf Arnica",
3410,Vascular Plant,Arnica mollis,"Hairy Arnica, Wooly Arnica",
3411,Vascular Plant,Arnica parryi,"Nodding Arnica, Parry's Arnica, Sonne's Arnica",
3412,Vascular Plant,Arnica rydbergii,"Rydberg's Arnica, Subalpine Arnica",
3413,Vascular Plant,Arnica sororia,Twin Arnica,
3414,Vascular Plant,Artemisia absinthium,"Absinth Sagewort, Absinth Wormwood, Absinthium, Common Sagewort",
3415,Vascular Plant,Artemisia biennis var. biennis,Biennial Wormwood,
3416,Vascular Plant,Artemisia dracunculus,"False Tarragon, Green Sagewort, Silky Wormwood, Tarragon, Wormwood",
3417,Vascular Plant,Artemisia frigida,"Fringed Sagebrush, Fringed Sagewort, Prairie Sagewort",
3418,Vascular Plant,Artemisia michauxiana,"Michaux's Sagebrush, Michaux's Sagewort, Michaux's Wormwood",
3419,Vascular Plant,Artemisia nova,Black Sagebrush,
3420,Vascular Plant,Artemisia scopulorum,"Alpine Sagebrush, Dwarf Sagebrush",
3421,Vascular Plant,Artemisia tridentata var. tridentata,"Basin Sagebrush, Big Sagebrush",
3422,Vascular Plant,Balsamorhiza sagittata,Arrowleaf Balsamroot,
3423,Vascular Plant,Bidens cernua,"Bur Marigold, Nodding Beggartick, Nodding Beggarticks, Nodding Bur Marigold, Nodding Burmarigold, Nodding Bur-Marigold, Nodding Burr-Marigold, Sticktight",
3424,Vascular Plant,Brickellia grandiflora,"Mountain Brickellbush, Tasselflower Brickellbush, Tasselflower Brickellia",
3425,Vascular Plant,Carduus acanthoides,"Plumeless Thistle, Spiny Plumeless Thistle, Spiny Plumeless-Thistle",
3426,Vascular Plant,Centaurea diffusa,"Diffuse Knapweed, White Knapweed",
3427,Vascular Plant,Centaurea maculosa,Spotted Knapweed,
3428,Vascular Plant,Centaurea pratensis,Meadow Knapweed,
3429,Vascular Plant,Centaurea repens,"Hardheads, Russian Knapweed",
3430,Vascular Plant,Chrysanthemum leucanthemum,"Oxeye Daisy, Ox-Eye Daisy",
3431,Vascular Plant,Chrysothamnus viscidiflorus var. viscidiflorus,Yellow Rabbitbrush,
3432,Vascular Plant,Cichorium intybus,"Blue Sailors, Chickory, Chicory, Coffeeweed, Common Chicory, French Endive, Succory",
3433,Vascular Plant,Cirsium arvense,Canada Thistle,
3434,Vascular Plant,Cirsium canovirens,Graygreen Thistle,
3435,Vascular Plant,Cirsium eatonii,"Eaton's Thistle, Mountaintop Thistle",
3436,Vascular Plant,Cirsium foliosum,"Drummond's Thistle, Elk Thistle, Leafy Thistle, Meadow Thistle",
3438,Vascular Plant,Cirsium undulatum,"Gray Thistle, Wavyleaf Thistle, Wavy-Leaf Thistle",
3439,Vascular Plant,Conyza canadensis,"Canada Horseweed, Canadian Horseweed, Horseweed, Horseweed Fleabane, Mares Tail, Marestail",
3440,Vascular Plant,Crepis acuminata,"Longleaf Hawksbeard, Long-Leaf Hawksbeard, Tapertip Hawksbeard",
3441,Vascular Plant,Crepis atribarba,"Hawksbeard, Slender Hawksbeard",
3442,Vascular Plant,Crepis elegans,Elegant Hawksbeard,
3443,Vascular Plant,Crepis intermedia,"Gray Hawksbeard, Limestone Hawksbeard",
3444,Vascular Plant,Crepis modocensis,"Common Hawksbeard, Modoc Hawksbeard, Siskiyou Hawksbeard",
3445,Vascular Plant,Crepis occidentalis ssp. costata,Largeflower Hawksbeard,
3446,Vascular Plant,Crepis tectorum,"Narrowleaf Hawksbeard, Narrow-Leaf Hawk's-Beard, Narrowleaved Hawk's Beard",
3447,Vascular Plant,Ericameria discoidea var. linearis,Whitestem Goldenbush,
3448,Vascular Plant,Ericameria nauseosa var. nauseosa,Rubber Rabbitbrush,
3449,Vascular Plant,Ericameria nauseosa var. oreophila,Rubber Rabbitbrush,
3450,Vascular Plant,Ericameria suffruticosa,"Bighead Goldenbush, Singlehead Goldenbush, Single-Head Heath-Goldenrod",
3451,Vascular Plant,Erigeron acris var. kamtschaticus,"Bitter Daisy, Bitter Fleabane, Blue Fleabane",
3452,Vascular Plant,Erigeron caespitosus,Tufted Fleabane,
3453,Vascular Plant,Erigeron corymbosus,Longleaf Fleabane,
3454,Vascular Plant,Erigeron eatonii var. eatonii,"Eaton's Daisy, Eaton's Fleabane",
3455,Vascular Plant,Erigeron formosissimus var. viscidus,Beautiful Fleabane,
3456,Vascular Plant,Erigeron glabellus var. glabellus,"Rough Fleabane, Streamside Fleabane",
3457,Vascular Plant,Erigeron gracilis,Quill Fleabane,
3458,Vascular Plant,Erigeron linearis,"Desert Yellow Fleabane, Linearleaf Daisy",
3459,Vascular Plant,Erigeron lonchophyllus,"Low-Meadow Fleabane, Shortray Boreal Daisy, Short-Ray Boreal-Daisy, Shortray Fleabane, Spearleaf Daisy",
3460,Vascular Plant,Erigeron ochroleucus var. ochroleucus,Buff Fleabane,
3461,Vascular Plant,Erigeron ochroleucus var. scribneri,Buff Fleabane,
3462,Vascular Plant,Erigeron pumilus var. gracilior,Shaggy Fleabane,
3463,Vascular Plant,Erigeron rydbergii,Rydberg's Fleabane,
3464,Vascular Plant,Erigeron simplex,"Oneflower Fleabane, Onestem Daisy, Onestem Fleabane, One-Stem Fleabane",
3465,Vascular Plant,Erigeron speciosus,"Aspen Fleabane, Oregon Daisy, Oregon Fleabane, Threenerve Fleabane",
3466,Vascular Plant,Erigeron strigosus,"Daisy Fleabane, Prairie Fleabane, Rough Fleabane",
3467,Vascular Plant,Erigeron tweedyi,Tweedy's Fleabane,
3468,Vascular Plant,Erigeron ursinus,"Bear Daisy, Bear River Fleabane",
3469,Vascular Plant,Eriophyllum lanatum var. integrifolium,"Common Woolly Sunflower, Wholeleaf Eriophyllum",
3470,Vascular Plant,Eucephalus elegans,Elegant Aster,
3471,Vascular Plant,Eucephalus engelmannii,Engelmann's Aster,
3472,Vascular Plant,Eurybia conspicua,"Eastern Showy Aster, Western Showy Aster",
3473,Vascular Plant,Eurybia integrifolia,Thickstem Aster,
3474,Vascular Plant,Eurybia merita,Subalpine Aster,
3475,Vascular Plant,Gaillardia aristata,"Common Gaillardia, Gaillardia, Great Blanket-Flower",
3476,Vascular Plant,Gnaphalium palustre,"Cudweed, Lowland Cudweed, Marsh Everlasting, Western Marsh Cudweed",
3477,Vascular Plant,Grindelia squarrosa,"Curlycup Gumweed, Curlytop Gumweed, Gumweed, Rosinweed, Tarweed",
3478,Vascular Plant,Helianthella quinquenervis,"Fivenerve Helianthella, Nodding Dwarf-Sunflower, Nodding Helianthella",
3479,Vascular Plant,Helianthella uniflora,Oneflower Helianthella,
3480,Vascular Plant,Helianthus annuus,"Annual Sunflower, Common Sunflower, Sunflower, Wild Sunflower",
3481,Vascular Plant,Helianthus nuttallii,Nuttall's Sunflower,
3482,Vascular Plant,Heterotheca villosa var. nana,Hairy False Goldenaster,
3483,Vascular Plant,Hieracium albiflorum,"White Hawkweed, Whiteflower Hawkweed",
3484,Vascular Plant,Hieracium caespitosum,"Meadow Hawkweed, Yellow Hawkweed",
3485,Vascular Plant,Hieracium cynoglossoides,Houndstongue Hawkweed,
3486,Vascular Plant,Hieracium floribundum,Yellow Devil Hawkweed,
3487,Vascular Plant,Hulsea algida,"Alpine Hulsea, Pacific Hulsea",
3489,Vascular Plant,Ionactis alpina,"Crag Aster, Lava Aster",
3490,Vascular Plant,Iva xanthifolia,"Burweed Marshelder, Carelessweed, False Ragweed, Giant Marshelder, Giant Sumpweed, Horseweed, Marshelder, Rag Sumpweed",
3491,Vascular Plant,Lactuca biennis,"Tall Blue Lettuce, Wild Blue Lettuce",
3492,Vascular Plant,Lactuca serriola,"China Lettuce, Prickly Lettuce, Wild Lettuce",
3493,Vascular Plant,Logfia arvensis,Field Cottonrose,
3494,Vascular Plant,Machaeranthera canescens var. canescens,Hoary Tansyaster,
3495,Vascular Plant,Madia glomerata,"Cluster Tarweed, Mountain Tarplant, Mountain Tarweed",
3496,Vascular Plant,Matricaria matricarioides,"Disc Mayweed, Pineappleweed",
3497,Vascular Plant,Microseris nutans,"Nodding Microseris, Nodding Silverpuffs",
3498,Vascular Plant,Nothocalais nigrescens,Meadow Prairie-Dandelion,
3499,Vascular Plant,Nothocalais troximoides,"False Agoseris, Weevil Prairie-Dandelion",
3500,Vascular Plant,Onopordum acanthium,Scotch Thistle,
3501,Vascular Plant,Oreostemma alpigenum var. haydenii,"Alpine Aster, Tundra Aster",
3502,Vascular Plant,Packera cana,Woolly Groundsel,
3503,Vascular Plant,Packera dimorphophylla var. paysonii,Payson's Groundsel,
3504,Vascular Plant,Packera paupercula,Balsam Groundsel,
3505,Vascular Plant,Packera pseudaurea,Falsegold Groundsel,
3506,Vascular Plant,Packera streptanthifolia,"Cleftleaf Groundsel, Rocky Mountain Groundsel",
3507,Vascular Plant,Packera werneriifolia,Hoary Groundsel,
3508,Vascular Plant,Pseudognaphalium macounii,Macoun's Cudweed,
3509,Vascular Plant,Pseudognaphalium stramineum,"Annual Cudweed, Cotton Cudweed, Cottonbatting Cudweed, Cottonbatting Plant",
3510,Vascular Plant,Pyrrocoma integrifolia,"Entireleaf Goldenweed, Manysted Goldenweed, Many-Stemmed Goldenweed",
3511,Vascular Plant,Pyrrocoma lanceolata,"Lanceleaf Goldenweed, Lance-Leaf Goldenweed",
3512,Vascular Plant,Pyrrocoma uniflora,Plantain Goldenweed,
3513,Vascular Plant,Ratibida columnifera,"Prairie Coneflower, Redspike Mexican Hat, Upright Prairie Coneflower",
3514,Vascular Plant,Rudbeckia occidentalis,Western Coneflower,
3515,Vascular Plant,Senecio crassulus,"Meadow Groundsel, Thickleaf Groundsel, Thickleaf Ragwort",
3516,Vascular Plant,Senecio fremontii var. fremontii,Dwarf Mountain Ragwort,
3517,Vascular Plant,Senecio hydrophilus,"Alkali Marsh Groundsel, Water Groundsel, Water Ragwort",
3518,Vascular Plant,Senecio integerrimus var. exaltatus,"Columbia Groundsel, Columbia Ragwort",
3519,Vascular Plant,Senecio jacobaea,"Ragwort, Stinking Willie, Tansy Ragwort",
3520,Vascular Plant,Senecio lugens,Small Blacktip Ragwort,
3521,Vascular Plant,Senecio serra var. serra,"Tall Groundsel, Tall Ragwort",
3522,Vascular Plant,Senecio sphaerocephalus,"Ballhead Ragwort, Marsh Groundsel",
3523,Vascular Plant,Senecio triangularis,"Arrowleaf Groundsel, Arrowleaf Ragwort",
3524,Vascular Plant,Senecio vulgaris,"Common Groundsel, Old-Man-In-The-Spring",
3525,Vascular Plant,Solidago canadensis var. salebrosa,"Canadian Goldenrod, Salebrosa Goldenrod",
3526,Vascular Plant,Solidago gigantea,Giant Goldenrod,
3527,Vascular Plant,Solidago missouriensis var. missouriensis,Missouri Goldenrod,
3528,Vascular Plant,Solidago multiradiata var. scopulorum,"Manyray Goldenrod, Rocky Mountain Goldenrod",
3529,Vascular Plant,Solidago nana,"Baby Goldenrod, Gray Goldenrod",
3530,Vascular Plant,Sonchus arvensis,"Creeping Sowthistle, Field Sowthistle, Field Sow-Thistle, Perennial Sowthistle, Sowthistle",
3531,Vascular Plant,Sonchus asper,"Perennial Sowthistle, Prickly Sow Thistle, Prickly Sowthistle, Spiny Sowthistle, Spiny-Leaf Sow-Thistle",
3532,Vascular Plant,Stenotus acaulis,"Stemless Goldenweed, Stemless Mock Goldenweed",
3533,Vascular Plant,Stephanomeria runcinata,"Desert Wirelettuce, Flowering-Straw",
3534,Vascular Plant,Stephanomeria tenuifolia,"Lesser Wirelettuce, Narrowleaf Wirelettuce, Uinta Wirelettuce, Wright's Wirelettuce",
3535,Vascular Plant,Symphyotrichum ascendens,Western Aster,
3536,Vascular Plant,Symphyotrichum boreale,Northern Bog Aster,
3537,Vascular Plant,Symphyotrichum campestre,Western Meadow Aster,
3538,Vascular Plant,Symphyotrichum ciliatum,Rayless Alkali Aster,
3539,Vascular Plant,Symphyotrichum eatonii,Eaton's Aster,
3540,Vascular Plant,Symphyotrichum falcatum var. commutatum,White Prairie Aster,
3541,Vascular Plant,Symphyotrichum foliaceum var. apricum,Alpine Leafybract Aster,
3542,Vascular Plant,Symphyotrichum foliaceum var. canbyi,Canby's Aster,
3543,Vascular Plant,Symphyotrichum foliaceum var. parryi,Parry's Aster,
3544,Vascular Plant,Symphyotrichum frondosum,Short-Rayed Alkali Aster,
3545,Vascular Plant,Symphyotrichum lanceolatum var. hesperium,White Panicle Aster,
3546,Vascular Plant,Symphyotrichum spathulatum,Western Mountain Aster,
3547,Vascular Plant,Tanacetum vulgare,"Common Tansy, Garden Tansy, Golden-Buttons, Tansy",
3548,Vascular Plant,Taraxacum ceratophorum,"Common Dandelion, Woolbearing Dandelion",
3549,Vascular Plant,Taraxacum eriophorum,Woolbearing Dandelion,
3550,Vascular Plant,Taraxacum laevigatum,"Red-Seed Dandelion, Rock Dandelion",
3551,Vascular Plant,Taraxacum officinale,"Blowball, Common Dandelion, Dandelion, Faceclock",
3552,Vascular Plant,Taraxacum scopulorum,Harp Dandelion,
3553,Vascular Plant,Tetradymia canescens,"Gray Horsebrush, Spineless Horsebrush",
3554,Vascular Plant,Tetradymia spinosa,"Shortspine Horsebrush, Spiny Horsebrush",
3555,Vascular Plant,Tonestus lyallii,"Alpine Goldenweed, Lyall's Goldenweed",
3556,Vascular Plant,Townsendia alpigena,Wyoming Townsend Daisy,
3557,Vascular Plant,Townsendia condensata var. condensata,Cushion Townsend Daisy,
3558,Vascular Plant,Townsendia hookeri,"Hooker's Townsend Daisy, Hooker's Townsend-Daisy, Hooker's Townsendia",
3559,Vascular Plant,Townsendia leptotes,"Common Townsend Daisy, Common Townsendia",
3560,Vascular Plant,Townsendia parryi,"Parry's Townsend Daisy, Parry's Townsendia",
3561,Vascular Plant,Townsendia spathulata,Sword Townsend Daisy,
3562,Vascular Plant,Tragopogon dubius,"Common Salsify, Goat's Beard, Goatsbeard, Meadow Goat's-Beard, Salsifis Majeur, Salsify, Western Goat's Beard, Western Salsify, Wild Oysterplant, Yellow Goat's Beard, Yellow Salsify",
3563,Vascular Plant,Tragopogon porrifolius,"Common Salsify, Goatsbeard, Purple Salsify, Salsify",
3564,Vascular Plant,Wyethia amplexicaulis,"Mule-Ears, Mule's Ear Wyethia, Mulesear Wyethia",
3565,Vascular Plant,Wyethia helianthoides,"Sunflower Mule-Ears, Whitehead Wyethia",
